PIM | Brand,UPC Code,English Description,COST
Fam,143000206,"<p><strong>Highlights:<br></strong></p><ul>
<li>The pad has wings for better fit, flexibility and leak control.</li><li>Femme feminine pads have theallure of a natural cotton feel.</li><li>Designed for your comfort and softer than ever before</li><li>The design and security of each femme provides round-the-clock protection, leaving you feeling confident to go on with your day.</li><li>Pad features wings for better fit,flexibility, and leakage control.</li><li>Top cover in natural cotton feel for unique softness and comfort</li></ul>",7.0
Freshdays,143000301,"<p><strong>Highlights:</strong></p><ul><li>Freshdays Breathable panty liners</li><li>Natural Cotton feel</li><li>So flexible & Soft, you can barely feel it</li></ul>",28.0
Carefree,143000330,"<p><strong>Highlights:<br></strong></p><ul><li>CAREFREE Vented Feminine Sanitary Pads for a Fresh Feeling with Natural 
Cotton Extract for the Cottony Feel of Underwear.</li><li>It has a light, 
refreshing scent. Skin compatibility dermatologically tested.</li></ul>",44.63
Kotex,143000349,<p><strong>Highlights:</strong></p><ul><li>Natural made of 100% Cotton.</li><li>Tested to be gentle on your skin</li><li>100% recycled and environmentally friendly.</li></ul>,23.0
Methycobal,14987028666919,"<p><strong>Highlights:</strong></p><ul>
<li>Methycobal 500 mcg Ampoul Mecobalamin: Product of Eisai, Japan</li><li>Contain Mecobalamin (Vitamin B12) 500 mcg in each ampoule</li><li>Effective by Supportive for Adult Peripheral nerve health.</li></ul>",59.8
Methycobal,15000000000000, ,24.0
Accu Check,151000005,<p><strong>Highlights:<br></strong></p><ul><li>Accu-Chek Active Diabetic Test Strips</li><li>Comes 50 strips</li><li>Refer to the packaging for information on use</li><li>Comes in Hygienic packaging</li></ul>,70.0
Geratherm,151000530,<h3><strong>Highlights:</strong></h3><ul><li><strong>Ability to display time and date.</strong></li><li><strong>Its memory is sufficient for two people to accommodate 50 readings.</strong></li><li><strong>Can be connected to the mains adapter.</strong></li></ul>,285.0
Contour,151001146,"<p><strong>Highlights:</strong></p><ul>
<li>High-performance test strips with next generation accuracy</li><li>Multi-pulse technology evaluates a single blood sample 7 times for exceptional accuracy</li><li>Provide accurate blood glucose level readings without the use of manual coding</li></ul>",110.0
Louis Widmer,151001331,"<p><strong>Highlights:</strong></p><ul><li>Aluminium chlorohydrate reduces excessive perspiration.</li><li>the products contain high quality active ingredients</li><li>Inhibits sweating</li><li>Optimally tolerated, even by extremely sensitive skin</li><li>24-hour effect</li><li>No alcohol</li><li>Also suitable for use on hands and feet</li></ul>",66.95
Uriage,151001363,,140.0
Avene,151001416,,129.0
Braun,151001470,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Memory for 40 measurements with time and date for 2 users</strong></li><li><strong>Soft inflation technology for more comfortable measurement</strong></li><li><strong>Two cuff sizes for most accurate reading</strong></li></ul>",450.0
Contour,151001589,"<p><strong>Highlights:</strong></p><ul>
<li>Features a generously sized display that makes reading the data easy</li><li>Crafted with high quality material</li><li>Features an easy-slide strip ejector that avoids blood contact</li><li>Consumes minimal blood with fast and accurate results</li><li>Presents an easy and simple operative design</li><li>Easy To Carry and Store</li></ul>",140.0
Accu Check,151001643,"<p><strong>Highlights:</strong></p><ul>
<li>Get instant clarity of your blood glucose level with Accu-Chek Instant meter</li><li>Delivers accurate results in just 5 seconds</li><li>Easy-to-read display for convenient operations</li><li>Two button functioning for intuitive handling</li><li>Stores up to 500 results for user comfort</li><li>Perfect for both fasting and post meal markers</li><li>Easy and fast as checking your phone messages</li></ul>",220.0
Philips,151001723,"<p><strong>Highlights:</strong></p><ul>
<li>Fast aerosol medication treatment</li><li>Sturdy handle for easy transportation</li><li>Compatible with commonly prescribed nebulizer medications</li><li>Robust home use device designed for continuous use</li><li>Built-in storage to house your nebulizer, masks, tubing and power cord</li></ul>",300.0
PIC,151001760,"<p><strong>Highlights:</strong></p><ul>
<li>mmediate well-being thanks to the instant action of intense cold</li><li>Helps minimise damage by decreasing blood flow</li><li>Effective cooling spray that works to deliver cold therapy to the affected or swollen area</li></ul>",58.0
Surealy,151001764,"<p><strong>Highlights:</strong></p><ul>
<li>Surearly Digital Ovulation Test Kit Includes Easy to Use Reader and 7 Interchangeable Testing Strips. Maximize Chances of Natural Pregnancy. Over 99 percent Accurate in LH Surge Detection</li><li>We don\'t know when or if this item will be back in stock. Surearly digital ovulation test helps you in maximizing the chances of getting pregnant naturally. You on longer have to play the guessing game on which days are the best for you With our test, you can easily find your 2 most fertile days</li><li>Our ovulation test is over 99 percent accurate in detecting the Luteinizing Hormone (LH) Surge. During LH Surge, ovulation is most likely to occur and Surearly helps detect the most fertile period for you</li><li>With our easy to read and understand digital reader, you on longer have to deal with confusing lines to see the results. When It\'s the perfect time for you, the reader will show \""YES\"" with a heart. It will show a simple \""on\"" if It\'s n",138.0
Beurer,151001776,"<p><strong>Highlights:</strong></p><ul>
<li>Infrared heat massage</li></ul><ul>
<li>Depth effect through infrared heat</li></ul><ul>
<li>Adjustable non-slip handle </li></ul>",225.0
Astroglide,15594010830, ,35.0
Astroglide,15594010847,"<p><strong>Highlights:</strong></p><ul><li>Thick, Stay-Put Formula</li><li>Easy Clean-Up, Gentle Warming Sensation</li><li>Long-Lasting, Condom-Compatible</li><li>Compatible with natural rubber latex and polyurethane condoms</li></ul>",35.0
Astroglide,15594011134, ,75.0
Aloedent,161000007,<p><strong>Highlights:</strong></p><ul><li>Helps to prevent cavities and offers natural whitening</li><li>Supports in the fight against gum disease and dental decay</li><li>Menthol gives fresh minty taste and reduces mouth odour</li></ul>,33.01
Vitanes Nature,204000611376,"<p><strong>Highlights:</strong></p><ul><li>Contains both EPA and DHA which when combined contribute to the normal function of the heart.</li><li>Essential Fatty Acids are considered essential as they cannot be made by the body and have to be consumed within the diet.</li><li>VITANE Omega 3-6-9 combines fish oil with flaxseed oil and Borage seed oil to help you obtain sufficient quantities of essential fatty acids in a contaminant-free, pure form.</li><li>Fish oil Omega is a highly concentrated and purified Omega-3 Fish Oil selected from the finest deep sea, cold water fish.</li><li>VITANE Omega 3-6-9 provides superior absorption of Omega-3 EPA and DHA fatty acids by the body.</li><li>VITANE Omega 3-6-9 is molecularly distilled to remove mercury and heavy metals.</li></ul>",180.0
Dolvic,26285157000105, ,11.15
Naphcon,300650287036, ,17.25
Oral B,3014260020866,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Reduces gingivitis to improve gum health. Positioned in opposing directions, CrissCross bristles are designed to flex and then straighten, actively penetrating between the teeth and along the gum line to lift and sweep plaque away.</strong></li><li><strong>Helps Clean hard-to-reach areas with longer Power Tip bristles, which penetrate deeper between teeth than a flat trim toothbrush with 16° CrissCross bristles.</strong></li><li><strong>Removes odor-causing germs, significantly reducing oral malodor.</strong></li><li><strong>Whiter smile. Fresher breath.</strong></li><li><strong>Thanks to its flexibility, the Clinic Line Pro-Flex delivers an outstanding clean, gentle on enamel and gums</strong></li><li><strong>Ergonomic, nonslip handle provides comfortable and secure handling.</strong></li></ul>",33.0
Oral B,3014260782818,<h3><strong>Highlights:</strong></h3><ul>  <li><strong>Helps keep germs away from teeth  </strong></li>  <li><strong> Cleanse the teeth  </strong></li>  <li><strong> Easy to use  </strong></li>  <li><strong> Recommended by dentists worldwide&nbsp;</strong></li></ul>,18.0
Cetaphil,302993917533,"<p><strong>Highlights:</strong></p><ul>
<li>#1 Doctor Recommended Sensitive Skincare Brand</li><li>Very Dry to Dry, Sensitive Skin</li><li>Hydrates for 48 hours & Fully Restores Skin Barrier</li><li>Sweet Almond Oil & Essential Vitamins B5 & B3</li><li>5 Skin Sensitivity Signs</li><li>Paraben Free</li><li>Won\'t Clog Pores</li><li>Hypoallergenic</li><li>Trusted by Dermatologist for 75 Years</li></ul>",32.67
PanOxyl,303160227066,"<p><strong>Highlights:</strong></p><ul>
<li>Dermatologist Recommended</li><li>Clears Existing Acne Blemishes and Helps Prevent New Blemishes from Forming</li><li>Treats Acne on Face and Body</li><li>Formulated to be Gentle on Skin</li><li>Contains Benzoyl Peroxide, an Antibacterial Ingredient</li><li>For Daily Acne Control and Maintenance</li><li>Clears Existing Acne, Helps Prevent New Breakouts From Forming</li><li>Contains Moisturizers to Prevent Dryness</li><li>Free of Parabens, Fragrances & Phthalates</li></ul>",64.0
PanOxyl,303160228551,"<p><strong>Highlights:</strong></p><ul>
<li>Dermatologist Recommended</li><li>Clears Existing Acne and Helps Prevent New Breakouts from Forming</li><li>Treats Acne on Face and Body</li><li>Maximum Strength without a Prescription</li><li>Contains Benzoyl Peroxide, an Antibacterial Ingredient</li><li>Contains Moisturizers to Prevent Dryness</li><li>Free of Parabens, Fragrances & Phthalates</li></ul>",58.77
Vaseline,305210206779,"<p><strong>Highlights:</strong></p><ul>
<li>Protects dry, chapped lips provides long-lasting moisturization. </li><li>Helps to lock in moisture for beautiful, healthy lips. New product.&nbsp;</li><li>Gives lips a natural, glossy shine. </li><li>Made from pure Vaseline Jelly. Non sticky, non greasy formula, suitable for regular use.</li></ul>",10.75
Vaseline,305210231597,"<p><strong>Highlights:</strong></p><ul><li>MOISTURIZES AND PROTECTS: Packed with petrolatum, a proven moisturizer, this creates a protective barrier, locking in moisture and shielding the lips from dryness throughout the day</li><li>SUBTLE ROSY TINT: A touch of sheer pink adds a natural hint of color, perfect for those who want a healthy-looking flush without a full-on lipstick</li><li>KISS DRYNESS GOODBYE: This balm's long-lasting formula hydrates for hours, keeping the lips comfortably soft</li><li>SOFT, GLOSSY FINISH: Smooths and softens, leaving a beautiful, subtle sheen for a healthy touch</li><li>ON-THE-GO LIP CARE: Toss it in a purse, pocket, or bag – this keeps the lips happy wherever you go</li></ul>",10.75
Vaseline,305210232518,"<p><strong>Highlights:</strong></p><ul>
<li>Moisturizes lips.</li><li>It gives lips a natural gloss.</li><li>Treats dry lips.</li><li>Small size fits your bag.</li></ul>",10.75
Vaseline,305210464728,"<p><strong>Highlights:</strong></p><ul><li>Helps lock in moisture for beautiful, healthy lips</li><li>Gives lips a natural, glossy shine</li><li>Made with pure Vaseline Jelly</li><li>Provides long-lasting hydration and lip care</li><li>Choose from the original lip balm with the scent of rose, cocoa butter and brulee</li></ul>",9.67
Loreal,3061375361018,,70.15
Cottage,3141380059022,"<p><strong>Highlights:</strong></p><ul>  
<li>Detangle your knots today with Wet Hair Brush scientifically designed with flexible bristles  </li>  
<li> This brush also prevents split ends and breakage for healthy-looking hair from root to tip.  </li>  
<li> glide through wet or dry hair and gives you immense volume after each stroke </li></ul>",36.0
Cottage,3141380059053,<h3><strong>Highlights:</strong></h3><ul>  <li><strong>Neutral pH for skin  </strong></li>  <li><strong> Tested under dermatological supervision  </strong></li>  <li><strong> 100 Percent recyclable bottle and cap  </strong></li>  <li><strong> Specifically designed for regular use  </strong></li>  <li><strong> Removes the accumulation of dead cells&nbsp;</strong></li></ul>,36.0
Cottage,3141380059084,"<h3><strong>Highlights:</strong></h3><ul>  <li><strong>&nbsp;A fragrance: A refreshing evocation of a tropical cocktail revealing an
 explosion of thirst-quenching citrus on a melting and creamy heart of 
coconut  </strong></li>  <li><strong>
 A formula of natural origin* in a family format: Le Douche & Bain 
Lait Cottage 97% ingredients of natural origin* is specifically 
formulated to offer your skin all the qualities of a milk shower and a 
bubble bath, combined in a single product in a family size of 750 ml. 
More convenient, more economical and more ecological! (ISO16128 
standard)  </strong></li>  <li><strong> Respect for the skin and pH neutral nature for the skin. Dermatologically tested tolerance. Easily biodegradable formula.</strong></li></ul>",36.0
Ducray,3282770000000,"<h2><strong>Highlights:</strong></h2><ul>  
<li><strong>Nourishes and repairs intensely.</strong></li><li><strong>Makes detangling easier.</strong></li><li><strong>Dry hair&nbsp;</strong></li><li><strong>For Very dry and very damaged hair</strong></li><li><strong>Cream mask</strong></li><li><strong>Easy to style</strong></li><li><strong>Soft hair</strong></li><li><strong>Nourished hair</strong></li><li><strong>Summer fragrance</strong></li><li><strong>Apply to damp hair after using the shampoo</strong></li><li><strong>Leave on for 5 minutes</strong></li><li><strong>Rinse thoroughly</strong></li><li><strong>Once or twice a week</strong></li></ul>",122.0
